"","Studentnummer","FOS","Maand"
"300",4790191,"nee","december"
"3143",4790191,"nee","juni"
"882",4790717,"ja","december"
"3725",4790717,"ja","juni"
"1609",4790889,"ja","december"
"4452",4790889,"ja","juni"
"1408",4790937,"ja","december"
"4251",4790937,"ja","juni"
"220",4791021,"nee","december"
"3063",4791021,"nee","juni"
"1325",4792668,"nee","december"
"4168",4792668,"nee","juni"
"1693",4792865,"ja","december"
"4536",4792865,"ja","juni"
"2511",4793726,"ja","december"
"5354",4793726,"ja","juni"
"1875",4793878,"nee","december"
"4718",4793878,"nee","juni"
"1820",4793954,"nee","december"
"4663",4793954,"nee","juni"
"1343",4794245,"ja","december"
"4186",4794245,"ja","juni"
"44",4794407,"nee","december"
"2887",4794407,"nee","juni"
"1650",4794830,"nee","december"
"4493",4794830,"nee","juni"
"1524",4794987,"nee","december"
"4367",4794987,"nee","juni"
"274",4795137,"nee","december"
"3117",4795137,"nee","juni"
"589",4795212,"nee","december"
"3432",4795212,"nee","juni"
"500",4796437,"nee","december"
"3343",4796437,"nee","juni"
"900",4796669,"nee","december"
"3743",4796669,"nee","juni"
"1724",4796994,"ja","december"
"4567",4796994,"ja","juni"
"648",4797750,"ja","december"
"3491",4797750,"ja","juni"
"75",4798285,"nee","december"
"2918",4798285,"ja","juni"
"198",4798560,"nee","december"
"3041",4798560,"nee","juni"
"2582",4798595,"nee","december"
"5425",4798595,"nee","juni"
"2189",4798973,"ja","december"
"5032",4798973,"ja","juni"
"2591",4799212,"ja","december"
"5434",4799212,"ja","juni"
"1801",4799420,"nee","december"
"4644",4799420,"nee","juni"
"311",4799669,"ja","december"
"3154",4799669,"ja","juni"
"477",4799730,"ja","december"
"3320",4799730,"ja","juni"
"62",4800033,"nee","december"
"2905",4800033,"nee","juni"
"2169",4800168,"ja","december"
"5012",4800168,"ja","juni"
"2817",4800386,"ja","december"
"5660",4800386,"ja","juni"
"52",4800404,"ja","december"
"2895",4800404,"ja","juni"
"838",4800723,"nee","december"
"3681",4800723,"nee","juni"
"1805",4800869,"nee","december"
"4648",4800869,"nee","juni"
"2223",4801097,"ja","december"
"5066",4801097,"ja","juni"
"865",4801304,"ja","december"
"3708",4801304,"ja","juni"
"1559",4801577,"nee","december"
"4402",4801577,"nee","juni"
"464",4802136,"nee","december"
"3307",4802136,"nee","juni"
"742",4802152,"nee","december"
"3585",4802152,"nee","juni"
"1952",4802335,"nee","december"
"4795",4802335,"nee","juni"
"2790",4802923,"ja","december"
"5633",4802923,"ja","juni"
"819",4803040,"nee","december"
"3662",4803040,"nee","juni"
"1230",4803487,"ja","december"
"4073",4803487,"ja","juni"
"99",4804057,"nee","december"
"2942",4804057,"nee","juni"
"561",4804339,"nee","december"
"3404",4804339,"ja","juni"
"1914",4804346,"ja","december"
"4757",4804346,"ja","juni"
"1213",4804425,"ja","december"
"4056",4804425,"ja","juni"
"817",4804632,"nee","december"
"3660",4804632,"nee","juni"
"1360",4804752,"ja","december"
"4203",4804752,"ja","juni"
"1160",4805873,"ja","december"
"4003",4805873,"ja","juni"
"2762",4806096,"ja","december"
"5605",4806096,"ja","juni"
"2687",4806339,"nee","december"
"5530",4806339,"nee","juni"
"2556",4807370,"ja","december"
"5399",4807370,"ja","juni"
"1979",4807434,"ja","december"
"4822",4807434,"ja","juni"
"2419",4807678,"nee","december"
"5262",4807678,"nee","juni"
"2553",4807687,"nee","december"
"5396",4807687,"nee","juni"
"1059",4808283,"nee","december"
"3902",4808283,"nee","juni"
"1639",4808284,"nee","december"
"4482",4808284,"nee","juni"
"262",4808509,"nee","december"
"3105",4808509,"nee","juni"
"1183",4808622,"nee","december"
"4026",4808622,"nee","juni"
"2101",4808739,"nee","december"
"4944",4808739,"nee","juni"
"296",4809118,"nee","december"
"3139",4809118,"nee","juni"
"1071",4809401,"nee","december"
"3914",4809401,"nee","juni"
"2442",4809858,"nee","december"
"5285",4809858,"nee","juni"
"2078",4809927,"nee","december"
"4921",4809927,"nee","juni"
"1485",4810230,"nee","december"
"4328",4810230,"nee","juni"
"2314",4810629,"nee","december"
"5157",4810629,"nee","juni"
"139",4810881,"ja","december"
"2982",4810881,"ja","juni"
"1708",4811197,"nee","december"
"4551",4811197,"nee","juni"
"2836",4811542,"nee","december"
"5679",4811542,"nee","juni"
"1786",4811941,"ja","december"
"4629",4811941,"ja","juni"
"1885",4812006,"nee","december"
"4728",4812006,"nee","juni"
"1367",4812024,"ja","december"
"4210",4812024,"ja","juni"
"1008",4812439,"ja","december"
"3851",4812439,"ja","juni"
"1403",4812688,"nee","december"
"4246",4812688,"nee","juni"
"2145",4813254,"nee","december"
"4988",4813254,"nee","juni"
"2743",4813273,"nee","december"
"5586",4813273,"nee","juni"
"49",4813307,"nee","december"
"2892",4813307,"nee","juni"
"278",4813848,"ja","december"
"3121",4813848,"ja","juni"
"407",4814939,"nee","december"
"3250",4814939,"nee","juni"
"476",4815172,"nee","december"
"3319",4815172,"nee","juni"
"1359",4815208,"nee","december"
"4202",4815208,"nee","juni"
"1263",4815319,"ja","december"
"4106",4815319,"ja","juni"
"1506",4816052,"nee","december"
"4349",4816052,"nee","juni"
"2840",4816080,"ja","december"
"5683",4816080,"ja","juni"
"2041",4816291,"ja","december"
"4884",4816291,"ja","juni"
"925",4817917,"nee","december"
"3768",4817917,"nee","juni"
"187",4818762,"ja","december"
"3030",4818762,"ja","juni"
"1911",4818957,"ja","december"
"4754",4818957,"ja","juni"
"1858",4819282,"nee","december"
"4701",4819282,"nee","juni"
"486",4819963,"nee","december"
"3329",4819963,"nee","juni"
"242",4820314,"nee","december"
"3085",4820314,"nee","juni"
"1028",4820417,"nee","december"
"3871",4820417,"nee","juni"
"2335",4820545,"nee","december"
"5178",4820545,"nee","juni"
"2126",4820753,"nee","december"
"4969",4820753,"nee","juni"
"325",4820975,"ja","december"
"3168",4820975,"ja","juni"
"2028",4821272,"nee","december"
"4871",4821272,"nee","juni"
"1670",4821831,"ja","december"
"4513",4821831,"ja","juni"
"393",4822236,"nee","december"
"3236",4822236,"nee","juni"
"1764",4822282,"ja","december"
"4607",4822282,"ja","juni"
"2643",4822422,"nee","december"
"5486",4822422,"nee","juni"
"2741",4822688,"nee","december"
"5584",4822688,"nee","juni"
"1654",4822925,"ja","december"
"4497",4822925,"ja","juni"
"2394",4823152,"ja","december"
"5237",4823152,"ja","juni"
"1668",4823947,"ja","december"
"4511",4823947,"ja","juni"
"1501",4824281,"nee","december"
"4344",4824281,"nee","juni"
"1568",4824729,"ja","december"
"4411",4824729,"ja","juni"
"1907",4824822,"ja","december"
"4750",4824822,"ja","juni"
"321",4824962,"ja","december"
"3164",4824962,"ja","juni"
"2053",4825688,"ja","december"
"4896",4825688,"ja","juni"
"1396",4826870,"ja","december"
"4239",4826870,"ja","juni"
"1234",4827626,"ja","december"
"4077",4827626,"ja","juni"
"1151",4828001,"nee","december"
"3994",4828001,"nee","juni"
"1636",4828028,"nee","december"
"4479",4828028,"nee","juni"
"408",4828658,"nee","december"
"3251",4828658,"nee","juni"
"485",4829321,"nee","december"
"3328",4829321,"nee","juni"
"2213",4829372,"nee","december"
"5056",4829372,"nee","juni"
"1188",4829430,"ja","december"
"4031",4829430,"ja","juni"
"2584",4829737,"nee","december"
"5427",4829737,"nee","juni"
"2484",4830063,"nee","december"
"5327",4830063,"nee","juni"
"1622",4830325,"nee","december"
"4465",4830325,"nee","juni"
"323",4830433,"ja","december"
"3166",4830433,"ja","juni"
"2642",4830488,"nee","december"
"5485",4830488,"nee","juni"
"679",4831038,"ja","december"
"3522",4831038,"ja","juni"
"1057",4831559,"ja","december"
"3900",4831559,"ja","juni"
"115",4831627,"ja","december"
"2958",4831627,"ja","juni"
"2592",4831757,"nee","december"
"5435",4831757,"nee","juni"
"495",4832639,"nee","december"
"3338",4832639,"nee","juni"
"370",4832859,"ja","december"
"3213",4832859,"ja","juni"
"1309",4833058,"ja","december"
"4152",4833058,"ja","juni"
"706",4833416,"nee","december"
"3549",4833416,"nee","juni"
"1131",4833752,"ja","december"
"3974",4833752,"ja","juni"
"2430",4834340,"nee","december"
"5273",4834340,"nee","juni"
"1155",4834676,"nee","december"
"3998",4834676,"nee","juni"
"456",4836036,"nee","december"
"3299",4836036,"nee","juni"
"257",4836153,"nee","december"
"3100",4836153,"nee","juni"
"2446",4836393,"ja","december"
"5289",4836393,"ja","juni"
"1043",4836825,"ja","december"
"3886",4836825,"ja","juni"
"79",4837549,"nee","december"
"2922",4837549,"nee","juni"
"2759",4837749,"nee","december"
"5602",4837749,"nee","juni"
"2779",4838018,"nee","december"
"5622",4838018,"nee","juni"
"2767",4839149,"nee","december"
"5610",4839149,"nee","juni"
"683",4839248,"nee","december"
"3526",4839248,"nee","juni"
"2194",4839542,"ja","december"
"5037",4839542,"ja","juni"
"2299",4840156,"ja","december"
"5142",4840156,"ja","juni"
"752",4840316,"nee","december"
"3595",4840316,"ja","juni"
"206",4840354,"nee","december"
"3049",4840354,"nee","juni"
"2561",4840441,"nee","december"
"5404",4840441,"nee","juni"
"702",4840920,"nee","december"
"3545",4840920,"nee","juni"
"580",4841981,"ja","december"
"3423",4841981,"ja","juni"
"2681",4843254,"nee","december"
"5524",4843254,"nee","juni"
"1768",4843339,"nee","december"
"4611",4843339,"nee","juni"
"404",4843643,"nee","december"
"3247",4843643,"nee","juni"
"1794",4843968,"ja","december"
"4637",4843968,"ja","juni"
"989",4844115,"ja","december"
"3832",4844115,"ja","juni"
"1839",4844325,"nee","december"
"4682",4844325,"nee","juni"
"2008",4844829,"ja","december"
"4851",4844829,"ja","juni"
"1687",4845204,"ja","december"
"4530",4845204,"ja","juni"
"425",4845367,"ja","december"
"3268",4845367,"ja","juni"
"2093",4845478,"ja","december"
"4936",4845478,"ja","juni"
"2570",4845887,"nee","december"
"5413",4845887,"nee","juni"
"2699",4846616,"ja","december"
"5542",4846616,"ja","juni"
"2061",4846967,"ja","december"
"4904",4846967,"ja","juni"
"1531",4847592,"nee","december"
"4374",4847592,"nee","juni"
"597",4847714,"nee","december"
"3440",4847714,"nee","juni"
"226",4847931,"nee","december"
"3069",4847931,"nee","juni"
"1126",4848330,"nee","december"
"3969",4848330,"nee","juni"
"1200",4848924,"nee","december"
"4043",4848924,"nee","juni"
"1950",4849242,"ja","december"
"4793",4849242,"ja","juni"
"1033",4849449,"ja","december"
"3876",4849449,"ja","juni"
"497",4849860,"nee","december"
"3340",4849860,"nee","juni"
"1844",4851170,"ja","december"
"4687",4851170,"ja","juni"
"1087",4851221,"nee","december"
"3930",4851221,"nee","juni"
"2473",4851245,"nee","december"
"5316",4851245,"nee","juni"
"2589",4851423,"nee","december"
"5432",4851423,"nee","juni"
"1682",4851584,"nee","december"
"4525",4851584,"nee","juni"
"913",4852035,"ja","december"
"3756",4852035,"ja","juni"
"831",4853637,"ja","december"
"3674",4853637,"ja","juni"
"928",4854375,"nee","december"
"3771",4854375,"nee","juni"
"1608",4854380,"ja","december"
"4451",4854380,"ja","juni"
"445",4854536,"nee","december"
"3288",4854536,"nee","juni"
"747",4854838,"ja","december"
"3590",4854838,"ja","juni"
"1659",4855017,"ja","december"
"4502",4855017,"ja","juni"
"1420",4855196,"ja","december"
"4263",4855196,"ja","juni"
"2157",4855418,"nee","december"
"5000",4855418,"nee","juni"
"2084",4855653,"nee","december"
"4927",4855653,"nee","juni"
"5",4856017,"nee","december"
"2848",4856017,"nee","juni"
"2167",4856149,"nee","december"
"5010",4856149,"nee","juni"
"959",4856579,"ja","december"
"3802",4856579,"ja","juni"
"2171",4857320,"nee","december"
"5014",4857320,"nee","juni"
"847",4857440,"nee","december"
"3690",4857440,"nee","juni"
"1966",4857918,"ja","december"
"4809",4857918,"ja","juni"
"1853",4858348,"nee","december"
"4696",4858348,"ja","juni"
"2046",4858906,"ja","december"
"4889",4858906,"ja","juni"
"1340",4859000,"ja","december"
"4183",4859000,"ja","juni"
"133",4859113,"ja","december"
"2976",4859113,"ja","juni"
"2422",4859194,"ja","december"
"5265",4859194,"ja","juni"
"2072",4859294,"ja","december"
"4915",4859294,"ja","juni"
"976",4859725,"ja","december"
"3819",4859725,"ja","juni"
"769",4860372,"ja","december"
"3612",4860372,"ja","juni"
"2438",4860554,"ja","december"
"5281",4860554,"ja","juni"
"2705",4860681,"ja","december"
"5548",4860681,"ja","juni"
"1387",4861193,"nee","december"
"4230",4861193,"nee","juni"
"1446",4861249,"nee","december"
"4289",4861249,"nee","juni"
"2237",4861605,"ja","december"
"5080",4861605,"ja","juni"
"2534",4861671,"ja","december"
"5377",4861671,"ja","juni"
"2537",4861773,"nee","december"
"5380",4861773,"nee","juni"
"141",4862115,"nee","december"
"2984",4862115,"nee","juni"
"166",4862238,"ja","december"
"3009",4862238,"ja","juni"
"378",4862808,"nee","december"
"3221",4862808,"nee","juni"
"1991",4862996,"nee","december"
"4834",4862996,"nee","juni"
"643",4863396,"ja","december"
"3486",4863396,"ja","juni"
"546",4863567,"ja","december"
"3389",4863567,"ja","juni"
"2834",4864035,"nee","december"
"5677",4864035,"nee","juni"
"1272",4864179,"nee","december"
"4115",4864179,"nee","juni"
"461",4864268,"nee","december"
"3304",4864268,"nee","juni"
"1941",4864501,"nee","december"
"4784",4864501,"nee","juni"
"322",4865038,"nee","december"
"3165",4865038,"nee","juni"
"1859",4865045,"nee","december"
"4702",4865045,"nee","juni"
"1210",4866046,"nee","december"
"4053",4866046,"nee","juni"
"2414",4866192,"ja","december"
"5257",4866192,"ja","juni"
"556",4866581,"nee","december"
"3399",4866581,"nee","juni"
"2348",4866928,"nee","december"
"5191",4866928,"nee","juni"
"1371",4867474,"ja","december"
"4214",4867474,"ja","juni"
"1176",4867870,"ja","december"
"4019",4867870,"ja","juni"
"2324",4867981,"ja","december"
"5167",4867981,"ja","juni"
"530",4868598,"ja","december"
"3373",4868598,"ja","juni"
"662",4868924,"nee","december"
"3505",4868924,"nee","juni"
"1973",4869010,"ja","december"
"4816",4869010,"ja","juni"
"2168",4869095,"ja","december"
"5011",4869095,"ja","juni"
"2108",4869676,"nee","december"
"4951",4869676,"nee","juni"
"551",4870002,"nee","december"
"3394",4870002,"nee","juni"
"479",4870458,"nee","december"
"3322",4870458,"nee","juni"
"1344",4870609,"nee","december"
"4187",4870609,"nee","juni"
"1785",4870957,"ja","december"
"4628",4870957,"ja","juni"
"1174",4871494,"nee","december"
"4017",4871494,"ja","juni"
"2201",4871543,"ja","december"
"5044",4871543,"ja","juni"
"909",4871931,"nee","december"
"3752",4871931,"nee","juni"
"995",4872165,"nee","december"
"3838",4872165,"nee","juni"
"592",4872561,"nee","december"
"3435",4872561,"nee","juni"
"2077",4872655,"ja","december"
"4920",4872655,"ja","juni"
"1179",4873942,"ja","december"
"4022",4873942,"ja","juni"
"1288",4874118,"nee","december"
"4131",4874118,"nee","juni"
"2621",4874129,"nee","december"
"5464",4874129,"nee","juni"
"299",4874265,"ja","december"
"3142",4874265,"ja","juni"
"2373",4875201,"nee","december"
"5216",4875201,"nee","juni"
"1184",4875567,"ja","december"
"4027",4875567,"ja","juni"
"1905",4875846,"nee","december"
"4748",4875846,"nee","juni"
"1521",4876703,"nee","december"
"4364",4876703,"nee","juni"
"1032",4876852,"nee","december"
"3875",4876852,"ja","juni"
"14",4877028,"nee","december"
"2857",4877028,"nee","juni"
"533",4877126,"nee","december"
"3376",4877126,"nee","juni"
"610",4877212,"nee","december"
"3453",4877212,"nee","juni"
"557",4877215,"nee","december"
"3400",4877215,"nee","juni"
"1368",4877260,"ja","december"
"4211",4877260,"ja","juni"
"1567",4877339,"ja","december"
"4410",4877339,"ja","juni"
"970",4879054,"ja","december"
"3813",4879054,"ja","juni"
"2451",4879476,"nee","december"
"5294",4879476,"nee","juni"
"2653",4879550,"nee","december"
"5496",4879550,"nee","juni"
"2806",4879721,"nee","december"
"5649",4879721,"nee","juni"
"794",4879731,"ja","december"
"3637",4879731,"ja","juni"
"2518",4880217,"ja","december"
"5361",4880217,"ja","juni"
"629",4880608,"ja","december"
"3472",4880608,"ja","juni"
"1097",4880883,"ja","december"
"3940",4880883,"ja","juni"
"221",4880968,"ja","december"
"3064",4880968,"ja","juni"
"2521",4881288,"ja","december"
"5364",4881288,"ja","juni"
"689",4881322,"nee","december"
"3532",4881322,"nee","juni"
"2317",4881738,"ja","december"
"5160",4881738,"ja","juni"
"1715",4882226,"nee","december"
"4558",4882226,"nee","juni"
"2420",4882673,"nee","december"
"5263",4882673,"nee","juni"
"595",4882729,"nee","december"
"3438",4882729,"nee","juni"
"621",4883491,"ja","december"
"3464",4883491,"ja","juni"
"406",4884078,"ja","december"
"3249",4884078,"ja","juni"
"1880",4884097,"nee","december"
"4723",4884097,"nee","juni"
"992",4884666,"nee","december"
"3835",4884666,"nee","juni"
"1769",4885164,"ja","december"
"4612",4885164,"ja","juni"
"1096",4885407,"nee","december"
"3939",4885407,"nee","juni"
"2252",4885667,"ja","december"
"5095",4885667,"ja","juni"
"628",4885773,"nee","december"
"3471",4885773,"nee","juni"
"384",4885792,"ja","december"
"3227",4885792,"ja","juni"
"1891",4885987,"nee","december"
"4734",4885987,"nee","juni"
"2397",4886306,"ja","december"
"5240",4886306,"ja","juni"
"2190",4886468,"nee","december"
"5033",4886468,"nee","juni"
"138",4886525,"ja","december"
"2981",4886525,"ja","juni"
"1094",4886686,"nee","december"
"3937",4886686,"nee","juni"
"2739",4886973,"nee","december"
"5582",4886973,"nee","juni"
"1549",4887112,"ja","december"
"4392",4887112,"ja","juni"
"1401",4887164,"ja","december"
"4244",4887164,"ja","juni"
"2303",4888148,"nee","december"
"5146",4888148,"nee","juni"
"1921",4888248,"nee","december"
"4764",4888248,"nee","juni"
"2195",4888330,"nee","december"
"5038",4888330,"nee","juni"
"116",4888333,"nee","december"
"2959",4888333,"nee","juni"
"1278",4888386,"nee","december"
"4121",4888386,"nee","juni"
"984",4888842,"nee","december"
"3827",4888842,"nee","juni"
"657",4889135,"ja","december"
"3500",4889135,"ja","juni"
"269",4889465,"ja","december"
"3112",4889465,"ja","juni"
"403",4889769,"ja","december"
"3246",4889769,"ja","juni"
"1827",4890098,"nee","december"
"4670",4890098,"nee","juni"
"1280",4890268,"nee","december"
"4123",4890268,"nee","juni"
"2368",4890498,"nee","december"
"5211",4890498,"nee","juni"
"1719",4890885,"nee","december"
"4562",4890885,"nee","juni"
"2805",4891763,"nee","december"
"5648",4891763,"ja","juni"
"2627",4892031,"nee","december"
"5470",4892031,"nee","juni"
"571",4892154,"nee","december"
"3414",4892154,"nee","juni"
"2239",4892732,"nee","december"
"5082",4892732,"nee","juni"
"320",4892825,"nee","december"
"3163",4892825,"ja","juni"
"2010",4892922,"nee","december"
"4853",4892922,"nee","juni"
"1508",4893241,"nee","december"
"4351",4893241,"nee","juni"
"1042",4893474,"nee","december"
"3885",4893474,"nee","juni"
"1550",4893833,"ja","december"
"4393",4893833,"ja","juni"
"288",4894693,"nee","december"
"3131",4894693,"nee","juni"
"713",4896064,"nee","december"
"3556",4896064,"nee","juni"
"2830",4897168,"ja","december"
"5673",4897168,"ja","juni"
"938",4897271,"nee","december"
"3781",4897271,"ja","juni"
"2196",4897616,"ja","december"
"5039",4897616,"ja","juni"
"1685",4898161,"nee","december"
"4528",4898161,"nee","juni"
"1690",4898771,"ja","december"
"4533",4898771,"ja","juni"
"412",4899181,"nee","december"
"3255",4899181,"nee","juni"
"2574",4901068,"ja","december"
"5417",4901068,"ja","juni"
"1994",4901292,"nee","december"
"4837",4901292,"nee","juni"
"1103",4901454,"nee","december"
"3946",4901454,"nee","juni"
"1074",4901949,"nee","december"
"3917",4901949,"nee","juni"
"493",4902038,"ja","december"
"3336",4902038,"ja","juni"
"2313",4902057,"nee","december"
"5156",4902057,"nee","juni"
"1540",4902277,"ja","december"
"4383",4902277,"ja","juni"
"1583",4902283,"nee","december"
"4426",4902283,"nee","juni"
"1884",4902773,"nee","december"
"4727",4902773,"nee","juni"
"329",4902966,"ja","december"
"3172",4902966,"ja","juni"
"1983",4903493,"ja","december"
"4826",4903493,"ja","juni"
"1797",4904813,"ja","december"
"4640",4904813,"ja","juni"
"1933",4905520,"ja","december"
"4776",4905520,"ja","juni"
"1009",4905843,"nee","december"
"3852",4905843,"nee","juni"
"2070",4905907,"nee","december"
"4913",4905907,"nee","juni"
"191",4906472,"ja","december"
"3034",4906472,"ja","juni"
"728",4906532,"ja","december"
"3571",4906532,"ja","juni"
"1883",4906534,"ja","december"
"4726",4906534,"ja","juni"
"660",4906965,"nee","december"
"3503",4906965,"nee","juni"
"36",4906981,"ja","december"
"2879",4906981,"ja","juni"
"1514",4907036,"ja","december"
"4357",4907036,"ja","juni"
"2374",4907686,"nee","december"
"5217",4907686,"nee","juni"
"2421",4908485,"nee","december"
"5264",4908485,"nee","juni"
"1977",4908488,"nee","december"
"4820",4908488,"nee","juni"
"2307",4908696,"ja","december"
"5150",4908696,"ja","juni"
"2789",4908743,"ja","december"
"5632",4908743,"ja","juni"
"1048",4909112,"nee","december"
"3891",4909112,"nee","juni"
"47",4909395,"nee","december"
"2890",4909395,"nee","juni"
"772",4909812,"ja","december"
"3615",4909812,"ja","juni"
"1777",4909977,"nee","december"
"4620",4909977,"nee","juni"
"2015",4910743,"nee","december"
"4858",4910743,"nee","juni"
"2315",4910991,"ja","december"
"5158",4910991,"ja","juni"
"1542",4911209,"nee","december"
"4385",4911209,"nee","juni"
"1161",4911300,"nee","december"
"4004",4911300,"nee","juni"
"979",4912067,"ja","december"
"3822",4912067,"ja","juni"
"1677",4912123,"nee","december"
"4520",4912123,"nee","juni"
"2463",4912225,"nee","december"
"5306",4912225,"ja","juni"
"1257",4912844,"ja","december"
"4100",4912844,"ja","juni"
"229",4914564,"ja","december"
"3072",4914564,"ja","juni"
"1684",4914785,"ja","december"
"4527",4914785,"ja","juni"
"1437",4914832,"nee","december"
"4280",4914832,"nee","juni"
"1757",4914922,"nee","december"
"4600",4914922,"nee","juni"
"2188",4915141,"nee","december"
"5031",4915141,"nee","juni"
"467",4915188,"ja","december"
"3310",4915188,"ja","juni"
"2026",4915291,"nee","december"
"4869",4915291,"nee","juni"
"2322",4915989,"ja","december"
"5165",4915989,"ja","juni"
"1714",4916210,"ja","december"
"4557",4916210,"ja","juni"
"1828",4916363,"ja","december"
"4671",4916363,"ja","juni"
"1466",4916607,"ja","december"
"4309",4916607,"ja","juni"
"487",4917161,"nee","december"
"3330",4917161,"nee","juni"
"2092",4917191,"ja","december"
"4935",4917191,"ja","juni"
"985",4917265,"ja","december"
"3828",4917265,"ja","juni"
"1149",4918195,"nee","december"
"3992",4918195,"nee","juni"
"1128",4918541,"ja","december"
"3971",4918541,"ja","juni"
"2602",4919178,"ja","december"
"5445",4919178,"ja","juni"
"1482",4919667,"nee","december"
"4325",4919667,"nee","juni"
"355",4920299,"ja","december"
"3198",4920299,"ja","juni"
"2357",4920306,"ja","december"
"5200",4920306,"ja","juni"
"1320",4921201,"nee","december"
"4163",4921201,"nee","juni"
"812",4921296,"ja","december"
"3655",4921296,"ja","juni"
"2470",4921854,"ja","december"
"5313",4921854,"ja","juni"
"176",4922893,"ja","december"
"3019",4922893,"ja","juni"
"1113",4923778,"ja","december"
"3956",4923778,"ja","juni"
"775",4923851,"ja","december"
"3618",4923851,"ja","juni"
"103",4924066,"nee","december"
"2946",4924066,"nee","juni"
"2309",4924653,"nee","december"
"5152",4924653,"nee","juni"
"1326",4925836,"ja","december"
"4169",4925836,"ja","juni"
"2827",4925862,"ja","december"
"5670",4925862,"ja","juni"
"733",4926247,"ja","december"
"3576",4926247,"ja","juni"
"1066",4926472,"nee","december"
"3909",4926472,"nee","juni"
"1971",4926579,"nee","december"
"4814",4926579,"nee","juni"
"119",4926849,"nee","december"
"2962",4926849,"nee","juni"
"1596",4926940,"ja","december"
"4439",4926940,"ja","juni"
"2166",4928025,"ja","december"
"5009",4928025,"ja","juni"
"240",4928273,"ja","december"
"3083",4928273,"ja","juni"
"368",4928310,"nee","december"
"3211",4928310,"ja","juni"
"60",4928870,"ja","december"
"2903",4928870,"ja","juni"
"2702",4929116,"nee","december"
"5545",4929116,"nee","juni"
"1125",4929122,"nee","december"
"3968",4929122,"nee","juni"
"809",4930509,"ja","december"
"3652",4930509,"ja","juni"
"1334",4932177,"ja","december"
"4177",4932177,"ja","juni"
"190",4933285,"nee","december"
"3033",4933285,"nee","juni"
"954",4933294,"nee","december"
"3797",4933294,"nee","juni"
"2069",4934186,"ja","december"
"4912",4934186,"ja","juni"
"2379",4934257,"nee","december"
"5222",4934257,"nee","juni"
"1063",4934852,"nee","december"
"3906",4934852,"nee","juni"
"1133",4935528,"nee","december"
"3976",4935528,"ja","juni"
"163",4936745,"nee","december"
"3006",4936745,"nee","juni"
"699",4937225,"ja","december"
"3542",4937225,"ja","juni"
"2371",4938565,"ja","december"
"5214",4938565,"ja","juni"
"1295",4938747,"ja","december"
"4138",4938747,"ja","juni"
"1590",4938804,"ja","december"
"4433",4938804,"ja","juni"
"428",4939174,"nee","december"
"3271",4939174,"nee","juni"
"178",4939345,"nee","december"
"3021",4939345,"nee","juni"
"1290",4939540,"nee","december"
"4133",4939540,"nee","juni"
"1833",4939583,"nee","december"
"4676",4939583,"nee","juni"
"1104",4939675,"ja","december"
"3947",4939675,"ja","juni"
"2377",4941710,"nee","december"
"5220",4941710,"nee","juni"
"2477",4941891,"nee","december"
"5320",4941891,"nee","juni"
"2558",4942522,"ja","december"
"5401",4942522,"ja","juni"
"2720",4942882,"ja","december"
"5563",4942882,"ja","juni"
"902",4942956,"nee","december"
"3745",4942956,"nee","juni"
"2728",4943461,"nee","december"
"5571",4943461,"nee","juni"
"1321",4943592,"nee","december"
"4164",4943592,"nee","juni"
"2695",4945289,"nee","december"
"5538",4945289,"nee","juni"
"1832",4945676,"ja","december"
"4675",4945676,"ja","juni"
"957",4946190,"ja","december"
"3800",4946190,"ja","juni"
"225",4946435,"ja","december"
"3068",4946435,"ja","juni"
"1215",4946741,"ja","december"
"4058",4946741,"ja","juni"
"2693",4946851,"nee","december"
"5536",4946851,"nee","juni"
"2750",4946984,"ja","december"
"5593",4946984,"ja","juni"
"2225",4947051,"nee","december"
"5068",4947051,"nee","juni"
"1672",4948206,"nee","december"
"4515",4948206,"nee","juni"
"1792",4948233,"ja","december"
"4635",4948233,"ja","juni"
"496",4948265,"ja","december"
"3339",4948265,"ja","juni"
"177",4948432,"nee","december"
"3020",4948432,"nee","juni"
"377",4948468,"nee","december"
"3220",4948468,"nee","juni"
"53",4948837,"nee","december"
"2896",4948837,"nee","juni"
"1793",4949192,"nee","december"
"4636",4949192,"nee","juni"
"89",4950490,"ja","december"
"2932",4950490,"ja","juni"
"1815",4951110,"ja","december"
"4658",4951110,"ja","juni"
"1245",4952099,"nee","december"
"4088",4952099,"nee","juni"
"340",4952292,"nee","december"
"3183",4952292,"nee","juni"
"2754",4952690,"ja","december"
"5597",4952690,"ja","juni"
"1132",4953111,"ja","december"
"3975",4953111,"ja","juni"
"22",4953747,"nee","december"
"2865",4953747,"nee","juni"
"1134",4954150,"ja","december"
"3977",4954150,"ja","juni"
"2265",4954225,"nee","december"
"5108",4954225,"nee","juni"
"1041",4954390,"nee","december"
"3884",4954390,"nee","juni"
"2536",4954577,"ja","december"
"5379",4954577,"ja","juni"
"2732",4955002,"ja","december"
"5575",4955002,"ja","juni"
"898",4955051,"ja","december"
"3741",4955051,"ja","juni"
"871",4955667,"nee","december"
"3714",4955667,"nee","juni"
"734",4956852,"ja","december"
"3577",4956852,"ja","juni"
"124",4957060,"nee","december"
"2967",4957060,"nee","juni"
"157",4958445,"ja","december"
"3000",4958445,"ja","juni"
"1985",4958870,"ja","december"
"4828",4958870,"ja","juni"
"114",4958884,"nee","december"
"2957",4958884,"nee","juni"
